timestamp,value
2026-03-10T21:15:00Z,0.654
2026-03-10T21:00:00Z,0.655
2026-03-10T20:45:00Z,0.655
2026-03-10T20:30:00Z,0.655
2026-03-10T20:15:00Z,0.657
2026-03-10T20:00:00Z,0.657
2026-03-10T19:45:00Z,0.657
2026-03-10T19:30:00Z,0.657
2026-03-10T19:15:00Z,0.657
2026-03-10T19:00:00Z,0.657
2026-03-10T18:45:00Z,0.657
2026-03-10T18:30:00Z,0.66
2026-03-10T18:15:00Z,0.66
2026-03-10T18:00:00Z,0.66
2026-03-10T17:45:00Z,0.66
2026-03-10T17:30:00Z,0.66
2026-03-10T17:15:00Z,0.659
2026-03-10T17:00:00Z,0.662
2026-03-10T16:45:00Z,0.661
2026-03-10T16:30:00Z,0.66
2026-03-10T16:15:00Z,0.661
2026-03-10T16:00:00Z,0.66
2026-03-10T15:45:00Z,0.661
2026-03-10T15:30:00Z,0.662
2026-03-10T15:15:00Z,0.661
2026-03-10T15:00:00Z,0.661
2026-03-10T14:45:00Z,0.662
2026-03-10T14:30:00Z,0.662
2026-03-10T14:15:00Z,0.661
2026-03-10T14:00:00Z,0.662
2026-03-10T13:45:00Z,0.661
2026-03-10T13:30:00Z,0.646
2026-03-10T13:15:00Z,0.659
2026-03-10T13:00:00Z,0.661
2026-03-10T12:45:00Z,0.661
2026-03-10T12:30:00Z,0.659
